Survey,n,FWHM,pixscale,Re_intrinsic_arcsec,Re_over_FWHM,R50_obs,R50_intr,rP_obs,rP_intr,rP50_obs,rP50_intr,rP90_obs,rP90_intr
KiDS r,4,0.72,0.214,1.977408977951013,2.7464013582652957,1.6559648830866112,1.6034986751164226,3.639428430181295,,1.4639934392564093,1.3903518762498899,4.963858116345659,4.840212195960702
KiDS r,4,0.72,0.214,2.4145257129282767,3.3535079346226064,2.0174945060792866,1.9738923161673638,4.434566881989257,,1.7779963605724822,1.7192841354470214,6.057414660233204,5.956197642435997
KiDS r,4,0.72,0.214,2.9482694189204963,4.0948186373895785,2.4587900221788126,2.4242762075724626,5.4061427234792045,,2.1633268401667975,2.115218730440029,7.392324544646877,7.309617669009161
KiDS r,4,0.72,0.214,3.5999999999999996,5.0,3.0006588481875967,2.971767272500484,6.591834666525474,,2.6361556214049906,2.5959131081653464,9.020367706875133,8.952823751397792
Euclid VIS,1,0.17,0.101,0.0425,0.25,0.09611374975335706,0.040699038425430815,0.19465295385027293,,0.09610553300919558,0.04053023490333636,0.17906399877411233,0.09540322983933015
Euclid VIS,1,0.17,0.101,0.05189485025287165,0.30526382501689203,0.10114134031782572,0.04971707831204724,0.20568075528289115,,0.1011222167486766,0.04946813220162248,0.1909963780894102,0.11650906603733452
Euclid VIS,1,0.17,0.101,0.0633664819474817,0.37274401145577474,0.10817760784524749,0.06132151362731097,0.22059152890156164,,0.10813395893930161,0.0609930263155681,0.20751386184681378,0.1426647076778586
Euclid VIS,1,0.17,0.101,0.07737397862860843,0.4551410507565201,0.1177346629034981,0.07512832099150879,0.240748854806776,,0.1176530076221839,0.0747944166390855,0.23026348520361298,0.17451301466957395
Euclid VIS,1,0.17,0.101,0.09447790669177707,0.555752392304571,0.1301683476999602,0.09259609684402555,0.26781192845670837,,0.13000165422737803,0.09210300627092713,0.26046303373453933,0.2134983898956982
Euclid VIS,1,0.17,0.101,0.11536274870528354,0.6786044041487267,0.14608598990726027,0.11315010307008277,0.30353881974234936,,0.14583545863775293,0.11254563355685743,0.3003297720456611,0.2609575018166729
Euclid VIS,1,0.17,0.101,0.14086429573694947,0.8286135043349969,0.16702912249171037,0.13880496082144997,0.35011096661134056,,0.16666780075026802,0.13811165407606701,0.3517287520243298,0.31891047142507456
Euclid VIS,1,0.17,0.101,0.1720030948998875,1.0117829111758088,0.1933642484754249,0.16958557607691171,0.41024799071647244,,0.19299259539446786,0.1688530931738311,0.4170908302816588,0.3897892501741677
Euclid VIS,1,0.17,0.101,0.21002529065553252,1.2354428862090148,0.22764240364569133,0.20745889518764196,0.4859439960529178,,0.22700158677226256,0.20655744303459414,0.4991117355754274,0.4765750476002706
Euclid VIS,1,0.17,0.101,0.25645249430316946,1.508544084136291,0.2705149865614447,0.25365854559501,0.5807640868141376,,0.26968640250129483,0.2525049928482729,0.6008294338238853,0.5821797162920772
Euclid VIS,1,0.17,0.101,0.3131426773844329,1.8420157493201934,0.3240664694814337,0.3104580853052041,0.6989297739420036,,0.3229317335859394,0.30920204000509005,0.7266860715976758,0.7112867065556633
Euclid VIS,1,0.17,0.101,0.38236452589761044,2.2492030935153555,0.39068847742197693,0.3795490983226144,0.8445485773752178,,0.38913373157917247,0.37788578654241023,0.8817000197411379,0.8691722126111014
Euclid VIS,1,0.17,0.101,0.4668882309051003,2.7464013582652957,0.47322521414811686,0.46384421491408523,1.0239402535730642,,0.4712625679970712,0.4618634078353496,1.0720416802092503,1.06164615480361
Euclid VIS,1,0.17,0.101,0.5700963488858432,3.3535079346226064,0.5743131216085392,0.5667501466452836,1.244139084192193,,0.5720268945830158,0.5641065669526742,1.305252237801403,1.2967427266788074
Euclid VIS,1,0.17,0.101,0.6961191683562284,4.0948186373895785,0.6988494110350987,0.6928179532113039,1.5140403513482077,,0.6960123593157204,0.6897542063405054,1.590912596988189,1.583990769294019
Euclid VIS,1,0.17,0.101,0.8500000000000001,5.0,0.8514598170413935,0.8463474451956206,1.844548937052136,,0.8477864588630534,0.8425978337832101,1.9404009225131515,1.9345963396162937
Euclid VIS,2,0.17,0.101,0.0425,0.25,0.10067196561431126,0.03961140457434067,0.20373562766145248,,0.10026626401985442,0.03717979507387244,0.19827845983009093,0.1143095159116686
Euclid VIS,2,0.17,0.101,0.05189485025287165,0.30526382501689203,0.10649937737932998,0.04875861365597809,0.21578375726493024,,0.10575200314139331,0.04585845940898173,0.21611131650686943,0.14028292360652814
Euclid VIS,2,0.17,0.101,0.0633664819474817,0.37274401145577474,0.11422811738588076,0.06052443515280314,0.23124518310540781,,0.11299432151651322,0.056823580631616945,0.23964941101204618,0.17188610775304689
Euclid VIS,2,0.17,0.101,0.07737397862860843,0.4551410507565201,0.12346425772088743,0.07455958406404026,0.25142389225892886,,0.12158154303009837,0.07031777450898725,0.2703074207377145,0.21005904202933537
Euclid VIS,2,0.17,0.101,0.09447790669177707,0.555752392304571,0.1358420280455616,0.09177534951132685,0.2787208054874308,,0.13324765001235322,0.08608138773436737,0.3097786065708337,0.2565575765494063
Euclid VIS,2,0.17,0.101,0.11536274870528354,0.6786044041487267,0.15013360324712743,0.1117252161513626,0.31471955122024375,,0.1471370230906096,0.10548447845216499,0.3594288240236764,0.3131034355669327
Euclid VIS,2,0.17,0.101,0.14086429573694947,0.8286135043349969,0.16902829274690803,0.13589566663270505,0.36169759272361696,,0.16569926856262313,0.12958311857655913,0.4222882759480321,0.38277246945461324
Euclid VIS,2,0.17,0.101,0.1720030948998875,1.0117829111758088,0.19153280735517259,0.1637318588159462,0.42230066239931674,,0.18920125506321675,0.1587386206878934,0.5014100169154959,0.4670779955224471
Euclid VIS,2,0.17,0.101,0.21002529065553252,1.2354428862090148,0.22318439201436152,0.20018500846784268,0.4991296361895975,,0.2194214026818236,0.19396806123344718,0.5990688225350725,0.5705460813884615
Euclid VIS,2,0.17,0.101,0.25645249430316946,1.508544084136291,0.2639392794794728,0.24479491897272804,0.5954433839394752,,0.25853617243626675,0.23757128914813094,0.7204849898400822,0.6965448473147032
Euclid VIS,2,0.17,0.101,0.3131426773844329,1.8420157493201934,0.3149288162691566,0.2996407600279652,0.7149901436119078,,0.30783644437029384,0.2902737825411087,0.8703036633743234,0.8504004289006565
Euclid VIS,2,0.17,0.101,0.38236452589761044,2.2492030935153555,0.3791564436766322,0.3664577752471243,0.8630279672062714,,0.36919714205002463,0.3550724865409169,1.054773710293035,1.0382564949011122
Euclid VIS,2,0.17,0.101,0.4668882309051003,2.7464013582652957,0.4583056897392458,0.44801167463892155,1.045008038836861,,0.4457077586397908,0.43406041170068255,1.281309163258689,1.267794306034474
Euclid VIS,2,0.17,0.101,0.5700963488858432,3.3535079346226064,0.5559521694854624,0.5475725565900221,1.268863847258997,,0.5399631761083188,0.5305047041513252,1.559064133122835,1.5478194549937307
Euclid VIS,2,0.17,0.101,0.6961191683562284,4.0948186373895785,0.6758266644300338,0.668964117629091,1.543244474084931,,0.6558874346635396,0.6480201511870294,1.8991733360509737,1.8899165928331694
Euclid VIS,2,0.17,0.101,0.8500000000000001,5.0,0.8230570668914939,0.8174117292463208,1.8791908522442464,,0.798338330686601,0.792067505546005,2.315226377819967,2.307691318192564
Euclid VIS,4,0.17,0.101,0.0425,0.25,0.09075601621610138,0.0028333333333333335,0.17969716265797456,,0.08929441558116483,0.0028333333333333335,0.17417722362535343,0.004052035367742412
Euclid VIS,4,0.17,0.101,0.05189485025287165,0.30526382501689203,0.09498362545399029,0.0028333333333333335,0.1854573706803829,,0.09272305767522286,0.0028333333333333335,0.18665588244784276,0.006225051658669637
Euclid VIS,4,0.17,0.101,0.0633664819474817,0.37274401145577474,0.10034874336231561,0.010019257595548205,0.19373929850267502,,0.09692391678184832,0.0028333333333333335,0.20528418911904586,0.007988227333372682
Euclid VIS,4,0.17,0.101,0.07737397862860843,0.4551410507565201,0.10770650949779743,0.026564140215256465,0.20527326082908515,,0.10237885925756625,0.0028333333333333335,0.23155749440269566,0.009528297730196467
Euclid VIS,4,0.17,0.101,0.09447790669177707,0.555752392304571,0.11732309798518273,0.045561777979609745,0.2214598123451754,,0.10974043956228585,0.0028333333333333335,0.2657123823124093,0.010811314075603803
Euclid VIS,4,0.17,0.101,0.11536274870528354,0.6786044041487267,0.1289411838480907,0.0683026081767534,0.24485394299673946,,0.11929232586746188,0.0028333333333333335,0.30901973944475764,0.01188753075608041
Euclid VIS,4,0.17,0.101,0.14086429573694947,0.8286135043349969,0.1429929880250772,0.09253615667069767,0.2793942982585501,,0.13204557551773952,0.0654890806050927,0.36430217160194334,0.2566791360697203
Euclid VIS,4,0.17,0.101,0.1720030948998875,1.0117829111758088,0.1599169755225324,0.11834393765700096,0.3289543991613761,,0.14832321234848167,0.0942965946408947,0.4369253783259183,0.3525066405173222
Euclid VIS,4,0.17,0.101,0.21002529065553252,1.2354428862090148,0.18607101910469967,0.1536724525812107,0.39472496622561914,,0.17075521329399695,0.1269814056916444,0.5299392408341539,0.4629462132485173
Euclid VIS,4,0.17,0.101,0.25645249430316946,1.508544084136291,0.22063956929238582,0.19563666723014522,0.4778913002114094,,0.1997440792670811,0.1655493757519274,0.6456132043807162,0.5914032015264767
Euclid VIS,4,0.17,0.101,0.3131426773844329,1.8420157493201934,0.26550313439415363,0.2457983556252047,0.5802116721186884,,0.23760131402071918,0.21065925986515802,0.7874472656651891,0.7432534834091502
Euclid VIS,4,0.17,0.101,0.38236452589761044,2.2492030935153555,0.32151698737236806,0.30614237729033933,0.7055821066737706,,0.2854849382563017,0.26418932526771305,0.9603866161404264,0.9248374081995963
Euclid VIS,4,0.17,0.101,0.4668882309051003,2.7464013582652957,0.39099170850656106,0.3786367470418522,0.8593138695797907,,0.34566571940888974,0.32834927124278945,1.1720263441898018,1.1428278796018325
Euclid VIS,4,0.17,0.101,0.5700963488858432,3.3535079346226064,0.47613562099993073,0.4659931671703165,1.0470539319280796,,0.41961208132568495,0.405874787546212,1.4302539116885105,1.4062560768352532
Euclid VIS,4,0.17,0.101,0.6961191683562284,4.0948186373895785,0.5805086797853002,0.5722962000628834,1.2763815291165934,,0.5106541609113548,0.4994148304506223,1.7453393650103866,1.7258078556212866
Euclid VIS,4,0.17,0.101,0.8500000000000001,5.0,0.7084888947109617,0.7016672726737252,1.5564054073740723,,0.6224256328317348,0.6129255765662297,2.129809041901075,2.113863026646683
