Index,processing_index,original_index,TARGETID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,fits_downloaded,panstarrs_success,galaxy_size_success,fully_processed,failure_reason
274,7274,7274,39633521202955914,126.46090395121134,74.31117558936286,main,dark,7983,True,True,True,True,
275,7275,7275,39633521450421571,180.86974615052551,74.30255595069193,main,bright,12014,True,True,True,True,
276,7276,7276,39633521454612774,181.0006825191389,74.25505712411537,main,bright,12014,True,True,True,True,
277,7277,7277,39633522830345872,122.9184211858517,74.57022873958095,main,bright,8068,True,True,True,True,
278,7278,7278,39633522842927478,125.32880254960308,74.57258463680155,main,bright,7983,True,True,True,True,
279,7279,7279,39633522889065171,135.6714192452145,74.47754156889616,main,bright,7987,True,True,True,True,
280,7280,7280,39633522914232019,141.48567464691237,74.45251161283748,main,bright,7966,True,False,True,True,
281,7281,7281,39633522922621688,143.64469601350697,74.49253763312157,main,bright,7967,True,True,True,True,
282,7282,7282,39633522926813407,143.88470641660294,74.41268294260837,main,bright,7967,True,True,True,True,
283,7283,7283,39633523119753577,187.1509144247412,74.60137790545842,main,bright,12024,True,True,True,True,
284,7284,7284,39633523518212037,275.0419555945829,74.4954592448182,main,bright,16120,True,True,True,True,
285,7285,7285,39633524403208658,112.25840427156324,74.74460839144804,main,bright,8072,True,True,True,True,
286,7286,7286,39633524512262182,137.2326397526354,74.85460428345573,main,bright,7990,True,True,True,True,
287,7287,7287,39633524524846787,140.366658693968,74.76250932917237,main,bright,7988,True,True,True,True,
288,7288,7288,39633524617119069,160.62901409658252,74.82581473185294,main,bright,7663,True,True,True,True,
289,7289,7289,39633526051571765,124.95875952285036,74.92469226421515,main,bright,8069,True,True,True,True,
290,7290,7290,39633526118681795,140.61344459128327,74.8893018977402,main,bright,7988,True,True,True,True,
291,7291,7291,39633526139650907,144.82912106280386,75.08758742182478,main,bright,8010,True,True,True,True,
292,7292,7292,39633526169010579,151.37102849370987,75.0346274075123,main,bright,8009,True,True,True,True,
293,7293,7293,39633526265481689,173.84936150185325,74.98568810812587,main,bright,7668,True,True,True,True,
294,7294,7294,39633526651356058,261.6097201365325,75.04917606960616,main,bright,11766,True,True,True,True,
295,7295,7295,39633526693298559,271.0354804511448,74.95554599472406,main,bright,16111,True,True,True,True,
296,7296,7296,39633526701690567,273.69614754927716,75.07381740561537,main,bright,16122,True,True,True,True,
297,7297,7297,39633527590882360,118.5273000208309,75.34808402054789,main,bright,8070,True,True,True,True,
298,7298,7298,39633527666380014,136.14063050939023,75.19781683020122,main,bright,7990,True,True,True,True,
299,7299,7299,39633527678961058,138.49247138471583,75.31245749649847,main,bright,7990,True,True,True,True,
